subject,date,day,position,favorite,evaluation,session,tempo,ratio,time
1,8_4_20,1,2,1,1.67,A,8.087117757184357,1.3907841322729333,40
1,8_4_20,1,2,1,1.67,A,8.587141835703974,1.3902955664105583,50
1,8_4_20,1,2,1,1.67,A,10.409941244974041,1.299572677139787,60
1,8_4_20,1,2,1,1.67,A,11.412014008391251,1.2879282066795963,70
1,8_4_20,1,2,1,1.67,A,11.371360937513103,1.2572500675900948,80
1,8_4_20,1,2,1,1.67,A,9.913263253706955,1.304551705839531,90
1,8_4_20,1,2,1,1.67,A,8.828608827156238,1.3735683239419736,100
1,8_4_20,1,2,1,1.67,A,8.391342546196812,1.2930276772130784,110
1,8_4_20,1,2,1,1.67,A,8.019554037290485,1.336415804636517,120
1,8_4_20,1,2,1,1.67,A,7.905544295243902,1.368786534900781,130
1,8_4_20,1,2,1,1.67,A,7.618268336114701,1.3535741764388942,140
1,8_4_20,1,2,1,1.67,A,7.780113587435405,1.3822115963556036,150
1,8_4_20,1,2,1,1.67,A,7.5557950819361475,1.4291306286168273,160
1,8_4_20,1,2,1,1.67,A,7.20904178630629,1.460423512257418,170
1,8_4_20,1,2,1,1.67,A,7.065808078361738,1.3686865531498555,180
1,8_4_20,1,2,1,1.67,A,7.258822156379675,1.3321389887278108,190
1,8_4_20,1,2,1,1.67,A,7.673724741788718,1.2352562325423058,200
1,8_4_20,1,2,1,1.67,A,7.986605356563202,1.2577904626128638,210
1,8_4_20,1,2,1,1.67,A,8.419748874875228,1.1055813116324835,220
1,8_4_20,1,2,1,1.67,A,8.902040019294365,1.1935295374848998,230
1,8_4_20,1,2,1,1.67,A,9.320531866018689,1.3991085592334798,240
1,8_4_20,1,2,1,1.67,A,9.170232013220451,1.5279767073176342,250
1,8_4_20,1,2,1,1.67,A,9.190357160395363,1.4993381590081483,260
1,8_4_20,1,2,1,1.67,A,9.654369216309018,1.5174475191031496,270
1,8_4_20,1,2,1,1.67,A,9.317979781536057,1.5278465586060501,280
1,8_4_20,1,2,1,1.67,A,10.069721308713062,1.5773914292016178,290
1,8_4_20,1,2,1,1.67,A,9.987727582361785,1.7003636545232865,300
1,8_4_20,1,2,1,1.67,A,9.524001072153524,1.5468664393578406,310
1,8_4_20,1,2,1,1.67,A,9.152566274531784,1.59752496933448,320
1,8_4_20,1,2,1,1.67,A,8.695861404361539,1.464801659679927,330
1,8_4_20,1,2,1,1.67,A,9.032114537044938,1.324842245901394,340
1,8_4_20,1,2,1,1.67,A,9.296733584133209,1.32756086653343,350
1,8_4_20,1,2,1,1.67,A,9.49183044692743,1.3999522693132267,360
1,8_4_20,1,2,1,1.67,A,10.449114421824872,1.4408855084572305,370
1,8_4_20,1,2,1,1.67,A,10.621776216819407,1.4311397116926514,380
1,8_4_20,1,2,1,1.67,A,10.798914466293564,1.4669821234075253,390
1,8_4_20,1,2,1,1.67,A,11.32262826757642,1.3818176942131832,400
1,8_4_20,1,2,1,1.67,A,11.807102052027208,1.31638299532869,410
1,8_4_20,1,2,1,1.67,A,11.894534412859269,1.2470444924504591,420
1,8_4_20,1,2,1,1.67,A,11.274670956877753,1.1818716471836084,430
1,8_4_20,1,2,1,1.67,A,10.914478638692753,1.2328779124507696,440
1,8_4_20,1,2,1,1.67,A,10.939242860267143,1.2270146844626464,450
1,8_4_20,1,2,1,1.67,A,11.040138477546398,1.1998542782883088,460
1,8_4_20,1,2,1,1.67,A,10.45560515311519,1.1998542782883088,470
1,8_4_20,1,3,1,1.67,B,8.26846084611045,1.2299394299599562,0
1,8_4_20,1,3,1,1.67,B,8.26846084611045,1.2299394299599562,10
1,8_4_20,1,3,1,1.67,B,8.26846084611045,1.2299394299599562,20
1,8_4_20,1,3,1,1.67,B,8.26846084611045,1.2299394299599562,30
1,8_4_20,1,3,1,1.67,B,8.26846084611045,1.2299394299599562,40
1,8_4_20,1,3,1,1.67,B,8.479657635722903,1.2019093881837446,50
1,8_4_20,1,3,1,1.67,B,9.20052035554441,1.2034206676626076,60
1,8_4_20,1,3,1,1.67,B,8.99235906939273,1.3065316661957718,70
1,8_4_20,1,3,1,1.67,B,9.110652752218018,1.2394919788691166,80
1,8_4_20,1,3,1,1.67,B,9.198062272359492,1.282938644115115,90
1,8_4_20,1,3,1,1.67,B,8.71241199253828,1.4357316273256133,100
1,8_4_20,1,3,1,1.67,B,8.559629744563646,1.4952896861614795,110
1,8_4_20,1,3,1,1.67,B,8.8119491045349,1.4740716392803994,120
1,8_4_20,1,3,1,1.67,B,8.576096533440925,1.4251289797255318,130
1,8_4_20,1,3,1,1.67,B,8.135216651802798,1.3580022082524086,140
1,8_4_20,1,3,1,1.67,B,8.407028586892146,1.3694898982035462,150
1,8_4_20,1,3,1,1.67,B,8.357676706937877,1.3309000684918877,160
1,8_4_20,1,3,1,1.67,B,8.62483234443694,1.1998357923638805,170
1,8_4_20,1,3,1,1.67,B,9.074794770214377,1.2478989533539762,180
1,8_4_20,1,3,1,1.67,B,8.90063848918156,1.4154410319352804,190
1,8_4_20,1,3,1,1.67,B,9.16471685765299,1.363238187000756,200
1,8_4_20,1,3,1,1.67,B,9.158082161847531,1.2489506090959104,210
1,8_4_20,1,3,1,1.67,B,10.425055134098372,1.2608146702600769,220
1,8_4_20,1,3,1,1.67,B,10.705053559303437,1.1825959951177687,230
1,8_4_20,1,3,1,1.67,B,10.709600922952873,1.2652464748574321,240
1,8_4_20,1,3,1,1.67,B,10.394946085678082,1.2732311157482625,250
1,8_4_20,1,3,1,1.67,B,10.037137761506749,1.2647008441147272,260
1,8_4_20,1,3,1,1.67,B,9.893681621836876,1.2385703507670016,270
1,8_4_20,1,3,1,1.67,B,10.344360026879302,1.1714903925366937,280
1,8_4_20,1,3,1,1.67,B,9.462157511745254,1.0230281020634924,290
1,8_4_20,1,3,1,1.67,B,9.687315078808473,1.136313972154854,300
1,8_4_20,1,3,1,1.67,B,9.306016028506004,1.2129593363808424,310
1,8_4_20,1,3,1,1.67,B,8.845250292459424,1.1812718034059044,320
1,8_4_20,1,3,1,1.67,B,8.609022104112533,1.2926877543105846,330
1,8_4_20,1,3,1,1.67,B,8.63799164952705,1.2760791294817369,340
1,8_4_20,1,3,1,1.67,B,8.686728320287482,1.1832358334975621,350
1,8_4_20,1,3,1,1.67,B,9.297830601329824,1.053157905192345,360
1,8_4_20,1,3,1,1.67,B,9.194006899617737,1.0562619246713871,370
1,8_4_20,1,3,1,1.67,B,8.825573777771195,1.2587446223111538,380
1,8_4_20,1,3,1,1.67,B,8.441203571472299,1.3851960018493301,390
1,8_4_20,1,3,1,1.67,B,8.366754513084281,1.4086510244336572,400
1,8_4_20,1,3,1,1.67,B,7.8715079941510515,1.3647351928484832,410
1,8_4_20,1,3,1,1.67,B,7.280730448364275,1.5671997583634834,420
1,8_4_20,1,3,1,1.67,B,7.047773291444357,1.6314522338415918,430
1,8_4_20,1,3,1,1.67,B,6.8154788064613125,1.523688504010118,440
1,8_4_20,1,3,1,1.67,B,6.6565605015121685,1.369135756616743,450
1,8_4_20,1,3,1,1.67,B,6.609039561519437,1.337336802267858,460
1,8_4_20,1,3,1,1.67,B,6.399236046174868,1.337336802267858,470
1,8_5_20,2,1,1,1.67,B,7.096318983125874,1.0767323175705645,0
1,8_5_20,2,1,1,1.67,B,7.096318983125874,1.0767323175705645,10
1,8_5_20,2,1,1,1.67,B,7.096318983125874,1.0767323175705645,20
1,8_5_20,2,1,1,1.67,B,7.096318983125874,1.0767323175705645,30
1,8_5_20,2,1,1,1.67,B,7.096318983125874,1.0767323175705645,40
1,8_5_20,2,1,1,1.67,B,7.096318983125874,1.0767323175705645,50
1,8_5_20,2,1,1,1.67,B,7.259294837069457,1.1516034450650394,60
1,8_5_20,2,1,1,1.67,B,7.726050429750157,1.2326088775217567,70
1,8_5_20,2,1,1,1.67,B,8.331893876707861,1.2426686778085658,80
1,8_5_20,2,1,1,1.67,B,8.24488148659638,1.383601535444995,90
1,8_5_20,2,1,1,1.67,B,8.789605092037819,1.4873218552714502,100
1,8_5_20,2,1,1,1.67,B,8.784387767879021,1.4439812454793952,110
1,8_5_20,2,1,1,1.67,B,8.69479188922631,1.3501474285540458,120
1,8_5_20,2,1,1,1.67,B,8.81350532471873,1.1998170412614975,130
1,8_5_20,2,1,1,1.67,B,8.960696963709893,1.1028744717839063,140
1,8_5_20,2,1,1,1.67,B,9.280171167285982,1.0624586552050328,150
1,8_5_20,2,1,1,1.67,B,9.740294302372924,1.0114818625620388,160
1,8_5_20,2,1,1,1.67,B,9.63372081016572,1.0284873959227965,170
1,8_5_20,2,1,1,1.67,B,9.398323965108746,1.111371724383673,180
1,8_5_20,2,1,1,1.67,B,9.795551757638181,1.101324443204693,190
1,8_5_20,2,1,1,1.67,B,9.39460547510385,1.09163303831883,200
1,8_5_20,2,1,1,1.67,B,8.924247935982079,1.1709772367260343,210
1,8_5_20,2,1,1,1.67,B,8.100089082939782,1.3173277139976323,220
1,8_5_20,2,1,1,1.67,B,7.685499372887446,1.227051671364206,230
1,8_5_20,2,1,1,1.67,B,7.560703634862676,1.2537227137309714,240
1,8_5_20,2,1,1,1.67,B,7.6979574661609576,1.2651634671721275,250
1,8_5_20,2,1,1,1.67,B,8.10698560100497,1.3397176175204226,260
1,8_5_20,2,1,1,1.67,B,8.378387853177168,1.3334986063988568,270
1,8_5_20,2,1,1,1.67,B,9.560084315322955,1.330365556439233,280
1,8_5_20,2,1,1,1.67,B,9.687961268516446,1.3297034735076778,290
1,8_5_20,2,1,1,1.67,B,9.010248461770443,1.5098778360642526,300
1,8_5_20,2,1,1,1.67,B,8.433330624126711,1.4562827376204959,310
1,8_5_20,2,1,1,1.67,B,8.197921693662792,1.3701090602094073,320
1,8_5_20,2,1,1,1.67,B,8.16179899715294,1.31778651063818,330
1,8_5_20,2,1,1,1.67,B,8.850510701511128,1.2076245767585647,340
1,8_5_20,2,1,1,1.67,B,8.64471600226271,1.133210496839369,350
1,8_5_20,2,1,1,1.67,B,8.30635222717451,1.1500695207134535,360
1,8_5_20,2,1,1,1.67,B,8.00853185736245,1.1327805406657752,370
1,8_5_20,2,1,1,1.67,B,8.014297448383994,1.2275894564281453,380
1,8_5_20,2,1,1,1.67,B,7.713710916681839,1.4565871440364566,390
1,8_5_20,2,1,1,1.67,B,7.998976868958165,1.4420667742905755,400
1,8_5_20,2,1,1,1.67,B,8.368133294579982,1.4542529851830903,410
1,8_5_20,2,1,1,1.67,B,8.202969734849068,1.6290179177193826,420
1,8_5_20,2,1,1,1.67,B,8.24199684856457,1.6078508447752806,430
1,8_5_20,2,1,1,1.67,B,8.97621280296445,1.4318931680804943,440
1,8_5_20,2,1,1,1.67,B,9.626516293306272,1.4029931481438414,450
1,8_5_20,2,1,1,1.67,B,9.484364095842313,1.5625965102957082,460
1,8_5_20,2,1,1,1.67,B,9.089920344005405,1.5625965102957082,470
1,8_6_20,3,1,1,1.67,A,8.460279991274252,1.3029485396633782,0
1,8_6_20,3,1,1,1.67,A,8.460279991274252,1.3029485396633782,10
1,8_6_20,3,1,1,1.67,A,8.460279991274252,1.3029485396633782,20
1,8_6_20,3,1,1,1.67,A,8.460279991274252,1.3029485396633782,30
1,8_6_20,3,1,1,1.67,A,8.460279991274252,1.3029485396633782,40
1,8_6_20,3,1,1,1.67,A,8.32714818241256,1.3109767260114922,50
1,8_6_20,3,1,1,1.67,A,8.169647524020368,1.2783907961367489,60
1,8_6_20,3,1,1,1.67,A,8.194728265436726,1.1684633073619013,70
1,8_6_20,3,1,1,1.67,A,9.525640071953129,1.2648322543527752,80
1,8_6_20,3,1,1,1.67,A,9.750373062504952,1.2462075581535517,90
1,8_6_20,3,1,1,1.67,A,10.331088585344348,1.2124192632184938,100
1,8_6_20,3,1,1,1.67,A,9.565562906222242,1.3349203433047,110
1,8_6_20,3,1,1,1.67,A,8.541877011786301,1.2979306530178107,120
1,8_6_20,3,1,1,1.67,A,8.54608328669383,1.1287826513729202,130
1,8_6_20,3,1,1,1.67,A,8.31422640955627,1.1143103288703204,140
1,8_6_20,3,1,1,1.67,A,7.995511368645838,1.1675880891495247,150
1,8_6_20,3,1,1,1.67,A,8.15700774997866,1.132780168391991,160
1,8_6_20,3,1,1,1.67,A,8.385782167533808,1.1918214594742025,170
1,8_6_20,3,1,1,1.67,A,8.591572515657298,1.2702972927701024,180
1,8_6_20,3,1,1,1.67,A,8.855890043206841,1.2803571490288173,190
1,8_6_20,3,1,1,1.67,A,9.21908844674939,1.3136986094923944,200
1,8_6_20,3,1,1,1.67,A,9.379761777837155,1.3397388307232119,210
1,8_6_20,3,1,1,1.67,A,9.554745112905492,1.2824815566462255,220
1,8_6_20,3,1,1,1.67,A,9.910139571978739,1.360052609066427,230
1,8_6_20,3,1,1,1.67,A,10.321464334451656,1.334367379829543,240
1,8_6_20,3,1,1,1.67,A,10.632393940691772,1.3476413889191596,250
1,8_6_20,3,1,1,1.67,A,10.411631975234895,1.415367413049091,260
1,8_6_20,3,1,1,1.67,A,10.32914051724728,1.3969912269323137,270
1,8_6_20,3,1,1,1.67,A,10.272886447473285,1.390071839156125,280
1,8_6_20,3,1,1,1.67,A,10.233222842143446,1.392915425381883,290
1,8_6_20,3,1,1,1.67,A,10.315269408537457,1.363540353526444,300
1,8_6_20,3,1,1,1.67,A,10.444277712004288,1.3271228507220096,310
1,8_6_20,3,1,1,1.67,A,10.487977825364815,1.2879780780354992,320
1,8_6_20,3,1,1,1.67,A,10.522181118076764,1.267133854189066,330
1,8_6_20,3,1,1,1.67,A,10.614008166141318,1.3017226259966237,340
1,8_6_20,3,1,1,1.67,A,10.283177271494049,1.3294206367782697,350
1,8_6_20,3,1,1,1.67,A,10.136359204802577,1.3398162743608888,360
1,8_6_20,3,1,1,1.67,A,9.940189606660011,1.3640478417849098,370
1,8_6_20,3,1,1,1.67,A,9.645345558817317,1.3581118833753822,380
1,8_6_20,3,1,1,1.67,A,9.950589951044822,1.324735396502431,390
1,8_6_20,3,1,1,1.67,A,10.12408891986453,1.313788297661146,400
1,8_6_20,3,1,1,1.67,A,10.653685696138366,1.346870985043507,410
1,8_6_20,3,1,1,1.67,A,11.0220849743217,1.3149086028378318,420
1,8_6_20,3,1,1,1.67,A,11.178030631755266,1.2839490899532373,430
1,8_6_20,3,1,1,1.67,A,10.467030436877444,1.1882098011759819,440
1,8_6_20,3,1,1,1.67,A,9.950128280426936,1.1006022097019934,450
1,8_6_20,3,1,1,1.67,A,9.785127935787681,1.0892514610429906,460
1,8_6_20,3,1,1,1.67,A,10.141408526578305,1.0974764937818413,470
1,8_7_20,4,1,0,0.67,C,8.108422409918662,1.1792807505156546,0
1,8_7_20,4,1,0,0.67,C,8.108422409918662,1.1792807505156546,10
1,8_7_20,4,1,0,0.67,C,8.108422409918662,1.1792807505156546,20
1,8_7_20,4,1,0,0.67,C,8.108422409918662,1.1792807505156546,30
1,8_7_20,4,1,0,0.67,C,8.108422409918662,1.1792807505156546,40
1,8_7_20,4,1,0,0.67,C,8.108422409918662,1.1792807505156546,50
1,8_7_20,4,1,0,0.67,C,8.337776122516035,1.1704598665347148,60
1,8_7_20,4,1,0,0.67,C,8.023650374409543,1.0719611187980809,70
1,8_7_20,4,1,0,0.67,C,8.065506433362021,0.9877743162970467,80
1,8_7_20,4,1,0,0.67,C,8.237354215474916,1.0652243290536325,90
1,8_7_20,4,1,0,0.67,C,8.469691170678619,1.1656679716887686,100
1,8_7_20,4,1,0,0.67,C,8.753939025163021,1.1789625572100564,110
1,8_7_20,4,1,0,0.67,C,9.357058454312376,1.2055400973948531,120
1,8_7_20,4,1,0,0.67,C,9.465308129717359,1.3325551563232105,130
1,8_7_20,4,1,0,0.67,C,9.556840306810047,1.1871331787017805,140
1,8_7_20,4,1,0,0.67,C,9.795246972749043,1.220160074889607,150
1,8_7_20,4,1,0,0.67,C,9.770435456469384,1.359357869856311,160
1,8_7_20,4,1,0,0.67,C,9.119415331374059,1.346183962510047,170
1,8_7_20,4,1,0,0.67,C,9.321900100502475,1.2479765709337916,180
1,8_7_20,4,1,0,0.67,C,9.042216546211161,1.272125657904913,190
1,8_7_20,4,1,0,0.67,C,8.757807466790432,1.0946381865109986,200
1,8_7_20,4,1,0,0.67,C,9.17662937555157,0.8514800061537114,210
1,8_7_20,4,1,0,0.67,C,9.640459834426578,0.9877476654757534,220
1,8_7_20,4,1,0,0.67,C,9.887120580248666,1.0066057124360637,230
1,8_7_20,4,1,0,0.67,C,9.91038568522147,1.179024437704841,240
1,8_7_20,4,1,0,0.67,C,9.99940174275747,1.26367351990333,250
1,8_7_20,4,1,0,0.67,C,9.892084964228891,1.2907707107101425,260
1,8_7_20,4,1,0,0.67,C,10.186425496649957,1.2547316705185736,270
1,8_7_20,4,1,0,0.67,C,10.61661685550159,1.1782639528459335,280
1,8_7_20,4,1,0,0.67,C,10.711189498062271,1.1598816642672465,290
1,8_7_20,4,1,0,0.67,C,10.774612331145091,1.062407412120675,300
1,8_7_20,4,1,0,0.67,C,10.45936087319038,1.015000352231797,310
1,8_7_20,4,1,0,0.67,C,10.181187575668389,1.0592346632149898,320
1,8_7_20,4,1,0,0.67,C,10.18996330563078,1.058096356719594,330
1,8_7_20,4,1,0,0.67,C,10.248269132204475,1.0500419031256543,340
1,8_7_20,4,1,0,0.67,C,10.649210931708245,1.0667711662497688,350
1,8_7_20,4,1,0,0.67,C,10.699346595280842,1.202518256639661,360
1,8_7_20,4,1,0,0.67,C,10.783147972342633,1.211851784926266,370
1,8_7_20,4,1,0,0.67,C,10.618571915400278,1.2019096175120645,380
1,8_7_20,4,1,0,0.67,C,10.037560288436008,1.190853951682376,390
1,8_7_20,4,1,0,0.67,C,9.660536374639872,1.1568169744801535,400
1,8_7_20,4,1,0,0.67,C,9.963407461701216,1.015798511019493,410
1,8_7_20,4,1,0,0.67,C,9.96009253668585,1.0099521074681321,420
1,8_7_20,4,1,0,0.67,C,10.220747637709904,1.0085861327598922,430
1,8_7_20,4,1,0,0.67,C,10.529191133286366,0.908563581077546,440
1,8_7_20,4,1,0,0.67,C,10.095822993228806,0.9707505451815093,450
1,8_7_20,4,1,0,0.67,C,10.192283775286253,0.9707505451815093,460
1,8_7_20,4,1,0,0.67,C,9.90795769038988,0.9707505451815093,470
1,8_8_20,5,1,1,1.67,A,9.407300136505935,0.8622027714524572,0
1,8_8_20,5,1,1,1.67,A,9.407300136505935,0.8622027714524572,10
1,8_8_20,5,1,1,1.67,A,9.407300136505935,0.8622027714524572,20
1,8_8_20,5,1,1,1.67,A,9.407300136505935,0.8622027714524572,30
1,8_8_20,5,1,1,1.67,A,9.305309990153203,0.8622027714524572,40
1,8_8_20,5,1,1,1.67,A,9.011087018369896,0.9388135426559087,50
1,8_8_20,5,1,1,1.67,A,8.80437837951355,0.9443894357524347,60
1,8_8_20,5,1,1,1.67,A,8.714634487508217,0.9846734881316698,70
1,8_8_20,5,1,1,1.67,A,8.426917095666582,1.0402429800239619,80
1,8_8_20,5,1,1,1.67,A,8.317801536672595,1.1185968602751364,90
1,8_8_20,5,1,1,1.67,A,7.754955125807922,1.1493684156499235,100
1,8_8_20,5,1,1,1.67,A,7.458586961189188,1.2557291584557992,110
1,8_8_20,5,1,1,1.67,A,7.2464721840949595,1.20926768050513,120
1,8_8_20,5,1,1,1.67,A,6.966897930430559,1.173646288112744,130
1,8_8_20,5,1,1,1.67,A,6.989973999845474,1.172118630018246,140
1,8_8_20,5,1,1,1.67,A,7.632508533402256,1.0654891472768215,150
1,8_8_20,5,1,1,1.67,A,7.815476422175191,0.9622815291949742,160
1,8_8_20,5,1,1,1.67,A,8.077755090716117,0.9354085250391857,170
1,8_8_20,5,1,1,1.67,A,8.44715700287457,0.9182371312029322,180
1,8_8_20,5,1,1,1.67,A,8.447113348751671,0.866142409507635,190
1,8_8_20,5,1,1,1.67,A,8.657349175623034,0.8715044610274484,200
1,8_8_20,5,1,1,1.67,A,8.41119090794471,0.9351161200134557,210
1,8_8_20,5,1,1,1.67,A,8.243990818109868,1.034544304302934,220
1,8_8_20,5,1,1,1.67,A,8.221038982239154,1.083950690850276,230
1,8_8_20,5,1,1,1.67,A,8.285107391909875,1.1924086875535431,240
1,8_8_20,5,1,1,1.67,A,8.712449533646156,1.2110222627483131,250
1,8_8_20,5,1,1,1.67,A,9.621726779571665,1.3532343118992258,260
1,8_8_20,5,1,1,1.67,A,9.281925892488362,1.386552379535559,270
1,8_8_20,5,1,1,1.67,A,8.367767401390024,1.3743162708741925,280
1,8_8_20,5,1,1,1.67,A,8.099524891994236,1.3014722851206593,290
1,8_8_20,5,1,1,1.67,A,8.034558634562345,1.3653127740859279,300
1,8_8_20,5,1,1,1.67,A,7.59898453811335,1.387865725327453,310
1,8_8_20,5,1,1,1.67,A,7.737726848388538,1.22153035033201,320
1,8_8_20,5,1,1,1.67,A,7.9974979090812734,1.1753192422191083,330
1,8_8_20,5,1,1,1.67,A,8.871480679471993,1.2389695091170645,340
1,8_8_20,5,1,1,1.67,A,9.0387996122606,1.264505729785697,350
1,8_8_20,5,1,1,1.67,A,9.294692956745173,1.2553307193585699,360
1,8_8_20,5,1,1,1.67,A,8.571140592478335,1.2124797042226991,370
1,8_8_20,5,1,1,1.67,A,8.805648943820186,1.2831296949173006,380
1,8_8_20,5,1,1,1.67,A,8.586153214886746,1.277873337416201,390
1,8_8_20,5,1,1,1.67,A,8.191790667511466,1.3684370930958174,400
1,8_8_20,5,1,1,1.67,A,8.099587413304253,1.2852330004505557,410
1,8_8_20,5,1,1,1.67,A,7.743450718359185,1.3527486441766359,420
1,8_8_20,5,1,1,1.67,A,7.426285066275776,1.4281686043265631,430
1,8_8_20,5,1,1,1.67,A,6.99472267269238,1.4059000605757401,440
1,8_8_20,5,1,1,1.67,A,7.014410639869614,1.3327919070844483,450
1,8_8_20,5,1,1,1.67,A,7.458768972701969,1.2627030821012217,460
1,8_8_20,5,1,1,1.67,A,7.9025373309909135,1.2627030821012217,470
1,8_8_20,5,2,0,0.67,C,7.094808557002733,1.1803517039792404,0
1,8_8_20,5,2,0,0.67,C,7.094808557002733,1.1803517039792404,10
1,8_8_20,5,2,0,0.67,C,7.094808557002733,1.1803517039792404,20
1,8_8_20,5,2,0,0.67,C,7.094808557002733,1.1803517039792404,30
1,8_8_20,5,2,0,0.67,C,7.094808557002733,1.1803517039792404,40
1,8_8_20,5,2,0,0.67,C,7.094808557002733,1.1803517039792404,50
1,8_8_20,5,2,0,0.67,C,7.062203612027594,1.1803517039792404,60
1,8_8_20,5,2,0,0.67,C,7.098622458463489,1.1648416931284902,70
1,8_8_20,5,2,0,0.67,C,6.7752839794980515,1.1643978037312932,80
1,8_8_20,5,2,0,0.67,C,6.244983019269049,1.1197962126717758,90
1,8_8_20,5,2,0,0.67,C,6.2513120766170065,1.0495401772615398,100
1,8_8_20,5,2,0,0.67,C,6.513281237329807,1.0477030078202783,110
1,8_8_20,5,2,0,0.67,C,6.561625569655413,1.0584732768209784,120
1,8_8_20,5,2,0,0.67,C,6.646559937323274,1.2138013354278625,130
1,8_8_20,5,2,0,0.67,C,6.962108725446892,1.2022714572439288,140
1,8_8_20,5,2,0,0.67,C,6.9789150203013826,1.1767463751358465,150
1,8_8_20,5,2,0,0.67,C,6.826167501494581,1.1508772385661286,160
1,8_8_20,5,2,0,0.67,C,6.962569091707108,1.1494488154202396,170
1,8_8_20,5,2,0,0.67,C,7.04639439902512,1.2010407292075291,180
1,8_8_20,5,2,0,0.67,C,7.517843415269041,1.1063205437657975,190
1,8_8_20,5,2,0,0.67,C,7.706498565683555,1.0258807701869732,200
1,8_8_20,5,2,0,0.67,C,7.403330405435577,1.166809424886431,210
1,8_8_20,5,2,0,0.67,C,7.541805420099844,1.2195232923706874,220
